name,eco,fen,moves
Van Geet Opening: Laroche Gambit,A00,rnbqkbnr/p1pppppp/8/1p6/8/2N5/PPPPPPPP/R1BQKBNR w KQkq,  Nc3 b5
Van Geet Opening: Melleby Gambit,A00,rnbqkbnr/pp2pppp/8/2p5/3pNP2/8/PPPPP1PP/R1BQKBNR w KQkq,  Nc3 d5   f4 d4   Ne4 c5
Van Geet Opening: Myers Attack,A00,rnbqkbnr/pppppp1p/6p1/8/7P/2N5/PPPPPPP1/R1BQKBNR b KQkq,  Nc3 g6   h4
Van Geet Opening: Napoleon Attack,A00,r1bqkbnr/pppp1ppp/2n5/4p3/3P4/2N2N2/PPP1PPPP/R1BQKB1R b KQkq,  Nc3 e5   Nf3 Nc6   d4
Van Geet Opening: Nowokunski Gambit,A00,rnbqkbnr/pppp1ppp/8/8/4Pp2/2N5/PPPP2PP/R1BQKBNR b KQkq,  e4 e5   f4 exf4   Nc3
Van Geet Opening: Pfeiffer Gambit,A00,rnbqkbnr/ppp2ppp/8/4p3/3pNP2/8/PPPPP1PP/R1BQKBNR w KQkq,  Nc3 d5   f4 d4   Ne4 e5
Van Geet Opening: Reversed Nimzowitsch,A00,rnbqkbnr/pppp1ppp/8/4p3/8/2N5/PPPPPPPP/R1BQKBNR w KQkq,  Nc3 e5
Van Geet Opening: Sleipnir Gambit,A00,rnbqk1nr/ppp2ppp/8/3pp3/1b1P4/2N1P3/PPP2PPP/R1BQKBNR w KQkq,  Nc3 d5   e3 e5   d4 Bb4
Van Geet Opening: Tuebingen Gambit,A00,rnbqkb1r/pppppppp/5n2/8/6P1/2N5/PPPPPP1P/R1BQKBNR b KQkq,  Nc3 Nf6   g4
Van Geet Opening: Twyble Attack,A00,rnbqkbnr/pp1ppppp/8/2p5/8/2N5/PPPPPPPP/1RBQKBNR b Kkq,  Nc3 c5   Rb1
Van Geet Opening: Venezolana Variation,A00,rnbqkb1r/ppp1pppp/5n2/3p4/8/2NP2P1/PPP1PP1P/R1BQKBNR b KQkq,  Nc3 d5   d3 Nf6   g3
Van Geet Opening: Warsteiner Gambit,A00,rnbqkbnr/ppp1pp1p/8/3p2p1/5P2/2N5/PPPPP1PP/R1BQKBNR w KQkq,  Nc3 d5   f4 g5
Van't Kruijs Opening,A00,rnbqkbnr/pppppppp/8/8/8/4P3/PPPP1PPP/RNBQKBNR b KQkq,  e3
Van't Kruijs Opening: Bouncing Bishop Variation,A00,rnbqkbnr/p1pp1ppp/8/1p2p3/8/1B2P3/PPPP1PPP/RNBQK1NR b KQkq,  e3 e5   Bc4 b5   Bb3
Venezolana Opening,A00,r1bqkbnr/pp1ppppp/2n5/2p5/8/2NP2P1/PPP1PP1P/R1BQKBNR b KQkq,  d3 c5   Nc3 Nc6   g3
Vienna Game,C27,rnbqkbnr/pppp1ppp/8/4p3/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq,  e4 e5   Nc3
Vienna Game: Anderssen Defense,C25,rnbqk1nr/pppp1ppp/8/2b1p3/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq,  e4 e5   Nc3 Bc5
Vienna Game: Falkbeer Variation,C26,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq,  e4 e5   Nc3 Nf6
Vienna Game: Fyfe Gambit,C23,r1bqkbnr/pppp1ppp/2n5/4p3/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq,  e4 e5   Nc3 Nc6   d4
Vienna Game: Giraffe Attack,C25,rnbqk1nr/pppp1ppp/8/2b1p3/4P1Q1/2N5/PPPP1PPP/R1B1KBNR b KQkq,  e4 e5   Nc3 Bc5   Qg4
Vienna Game: Hamppe-Meitner Variation,C25,rnbqk1nr/pppp1ppp/8/2b1p3/N3P3/8/PPPP1PPP/R1BQKBNR b KQkq,  e4 e5   Nc3 Bc5   Na4
Vienna Game: Max Lange Defense,C25,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq,  e4 e5   Nc3 Nc6
Vienna Game: Mengarini Variation,C26,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/P1N5/1PPP1PPP/R1BQKBNR b KQkq,  e4 e5   Nc3 Nf6   a3
Vienna Game: Mieses Variation,C26,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/2N3P1/PPPP1P1P/R1BQKBNR b KQkq,  e4 e5   Nc3 Nf6   g3
Vienna Game: Omaha Gambit,C25,rnbqkbnr/ppp2ppp/3p4/4p3/4PP2/2N5/PPPP2PP/R1BQKBNR b KQkq,  e4 e5   Nc3 d6   f4
Vienna Game: Paulsen Variation,C25,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2N3P1/PPPP1P1P/R1BQKBNR b KQkq,  e4 e5   Nc3 Nc6   g3
Vienna Game: Philidor Countergambit,C23,r1bqkbnr/pppp2pp/2n5/4pp2/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq,  e4 e5   Nc3 Nc6   d4 f5
Vienna Game: Stanley Variation,C26,rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq,  e4 e5   Nc3 Nf6   Bc4
Vienna Game: Vienna Gambit,C25,r1bqkbnr/pppp1ppp/2n5/4p3/4PP2/2N5/PPPP2PP/R1BQKBNR b KQkq,  e4 e5   Nc3 Nc6   f4
"Vienna Game: Vienna Gambit, Main Line",C29,rnbqkb1r/ppp2ppp/5n2/3pp3/4PP2/2N5/PPPP2PP/R1BQKBNR w KQkq,  e4 e5   Nc3 Nf6   f4 d5
Vienna Game: Zhuravlev Countergambit,C25,rnbqk1nr/pppp1ppp/8/4p3/1b2P3/2N5/PPPP1PPP/R1BQKBNR w KQkq,  e4 e5   Nc3 Bb4
Vulture Defense,A56,rnbqkb1r/pp1ppppp/8/2pP4/2P1n3/8/PP2PPPP/RNBQKBNR w KQkq,  d4 Nf6   c4 c5   d5 Ne4
Wade Defense,A41,rn1qkbnr/ppp1pppp/3p4/8/3P2b1/5N2/PPP1PPPP/RNBQKB1R w KQkq,  d4 d6   Nf3 Bg4
Ware Defense,B00,rnbqkbnr/1ppppppp/8/p7/4P3/8/PPPP1PPP/RNBQKBNR w KQkq,  e4 a5
Ware Defense: Snagglepuss Defense,A40,r1bqkbnr/1ppppppp/2n5/p7/3PP3/8/PPP2PPP/RNBQKBNR w KQkq,  e4 a5   d4 Nc6
Ware Opening,A00,rnbqkbnr/pppppppp/8/8/P7/8/1PPPPPPP/RNBQKBNR b KQkq,  a4
Ware Opening: Cologne Gambit,A00,r1bqkbnr/p1pnpppp/1p6/3p4/P2P4/2N5/1PP1PPPP/R1BQKBNR w KQkq,  a4 b6   d4 d5   Nc3 Nd7
Ware Opening: Meadow Hay Trap,A00,rnbqkbnr/pppp1ppp/8/4p3/P7/R7/1PPPPPPP/1NBQKBNR b Kkq,  a4 e5   Ra3
Ware Opening: Wing Gambit,A00,rn1qkbnr/pbpppppp/8/1P6/8/8/1PPPPPPP/RNBQKBNR w KQkq,  a4 b5   axb5 Bb7
Yusupov-Rubinstein System,A46,rnbqkb1r/pppp1ppp/4pn2/8/3P4/4PN2/PPP2PPP/RNBQKB1R b KQkq,  d4 Nf6   Nf3 e6   e3
Zukertort Defense: Drunken Cavalry Variation,A04,r1bqkb1r/pppppppp/n6n/8/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq,  Nf3 Na6   e4 Nh6
Zukertort Defense: Kingside Variation,A04,rnbqkb1r/pppppp1p/6pn/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq,  d4 g6   Nf3 Nh6
Zukertort Defense: Sicilian Knight Variation,A04,r1bqkbnr/pp1ppppp/n7/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq,  e4 Na6   Nf3 c5
Zukertort Opening,A04,r1bqkb1r/pppppppp/2n2n2/8/8/2N2N2/PPPPPPPP/R1BQKB1R w KQkq,  Nf3 Nf6   Nc3 Nc6
Zukertort Opening: Ampel Variation,A06,rnbqkbnr/ppp1pppp/8/3p4/8/5N2/PPPPPPPP/RNBQKBR1 b Qkq,  Nf3 d5   Rg1
Zukertort Opening: Arctic Defense,A04,rnbqkbnr/ppppp1pp/5p2/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq,  Nf3 f6
Zukertort Opening: Basman Defense,A04,rnbqkbnr/ppppppp1/7p/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq,  Nf3 h6
Zukertort Opening: Black Mustang Defense,A04,r1bqkbnr/pppppppp/2n5/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq,  Nf3 Nc6
Zukertort Opening: Dutch Variation,A04,rnbqkbnr/ppppp1pp/8/5p2/8/5N2/PPPPPPPP/RNBQKB1R w KQkq,  Nf3 f5
Zukertort Opening: Herrstrom Gambit,A04,rnbqkbnr/pppppp1p/8/6p1/8/5N2/PPPPPPPP/RNBQKB1R w KQkq,  Nf3 g5
Zukertort Opening: Kingside Fianchetto,A04,rnbqkbnr/pppppp1p/6p1/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq,  Nf3 g6
Zukertort Opening: Lemberger Gambit,A04,rnbqkb1r/pppppppp/5n2/8/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq,  Nf3 Nf6   e4
Zukertort Opening: Lisitsyn Gambit,A04,rnbqkbnr/ppppp1pp/8/5p2/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq,  Nf3 f5   e4
Zukertort Opening: Lisitsyn Gambit Deferred,A04,rnbqkb1r/ppppp1pp/5n2/5p2/4P3/3P1N2/PPP2PPP/RNBQKB1R b KQkq,  Nf3 f5   d3 Nf6   e4
Zukertort Opening: Myers Polish Attack,A04,rnbqkb1r/pppppp1p/5np1/8/PP6/5N2/2PPPPPP/RNBQKB1R b KQkq,  Nf3 Nf6   a4 g6   b4
Zukertort Opening: Nimzo-Larsen Variation,A04,rnbqkb1r/pppppppp/5n2/8/8/1P3N2/P1PPPPPP/RNBQKB1R b KQkq,  Nf3 Nf6   b3
Zukertort Opening: Old Indian Attack,A06,rnbqkbnr/ppp1pppp/8/3p4/8/3P1N2/PPP1PPPP/RNBQKB1R b KQkq,  Nf3 d5   d3
Zukertort Opening: Pirc Invitation,A04,rnbqkbnr/ppp1pppp/3p4/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq,  Nf3 d6
Zukertort Opening: Polish Defense,A04,rnbqkbnr/p1pppppp/8/1p6/8/5N2/PPPPPPPP/RNBQKB1R w KQkq,  Nf3 b5
Zukertort Opening: Queen's Gambit Invitation,A04,rnbqkbnr/pppp1ppp/4p3/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq,  Nf3 e6
Zukertort Opening: Queenside Fianchetto Variation,A04,rnbqkbnr/p1pppppp/1p6/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq,  Nf3 b6
Zukertort Opening: Quiet System,A04,rnbqkb1r/pppppppp/5n2/8/8/4PN2/PPPP1PPP/RNBQKB1R b KQkq,  Nf3 Nf6   e3
Zukertort Opening: Reversed Mexican Defense,A06,rnbqkbnr/ppp1pppp/8/3p4/8/2N2N2/PPPPPPPP/R1BQKB1R b KQkq,  Nc3 d5   Nf3
Zukertort Opening: Ross Gambit,A04,rnbqkbnr/pppp1ppp/8/4p3/8/5N2/PPPPPPPP/RNBQKB1R w KQkq,  Nf3 e5
Zukertort Opening: Santasiere's Folly,A06,rnbqkbnr/ppp1pppp/8/3p4/1P6/5N2/P1PPPPPP/RNBQKB1R b KQkq,  b4 d5   Nf3
Zukertort Opening: Sicilian Invitation,A04,rnbqkbnr/pp1ppppp/8/2p5/8/5N2/PPPPPPPP/RNBQKB1R w KQkq,  Nf3 c5
Zukertort Opening: Slav Invitation,A04,rnbqkbnr/pp1ppppp/2p5/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq,  Nf3 c6
Zukertort Opening: Speelsmet Gambit,A04,rnbqkbnr/pp1ppppp/8/8/3p4/4PN2/PPP2PPP/RNBQKB1R b KQkq,  Nf3 c5   d4 cxd4   e3
Zukertort Opening: Tennison Gambit,A06,rnbqkbnr/ppp1pppp/8/3p4/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq,  e4 d5   Nf3
Zukertort Opening: The Potato,A06,rnbqkbnr/ppp1pppp/8/3p4/P7/5N2/1PPPPPPP/RNBQKB1R b KQkq,  Nf3 d5   a4
Zukertort Opening: Vos Gambit,A04,rnbqkbnr/ppp2ppp/3p4/4p3/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq,  Nf3 d6   d4 e5
Zukertort Opening: Wade Defense,A04,rn1qkbnr/ppp1pppp/3p4/8/4P1b1/5N2/PPPP1PPP/RNBQKB1R w KQkq,  Nf3 d6   e4 Bg4
Zukertort Opening: Ware Defense,A04,rnbqkbnr/1ppppppp/8/p7/8/5N2/PPPPPPPP/RNBQKB1R w KQkq,  Nf3 a5
